(pytorch_p36) sh-4.2$ python3 train.py 20ng
Using onehot features?  False
[2020/4/17 14:16:36] Epoch: 1, train_loss= 2.99571, train_acc= 0.05657, val_loss= 2.99579, val_acc= 0.06095, time= 12.15894
[2020/4/17 14:53:25] Epoch: 188, train_loss= 2.79976, train_acc= 0.68032, val_loss= 2.97524, val_acc= 0.63781, time= 11.59221
[2020/4/17 14:53:37] Epoch: 189, train_loss= 2.79850, train_acc= 0.68140, val_loss= 2.97511, val_acc= 0.63869, time= 11.58590
[2020/4/17 14:53:48] Epoch: 190, train_loss= 2.79724, train_acc= 0.68199, val_loss= 2.97499, val_acc= 0.64046, time= 11.60730
[2020/4/17 14:54:00] Epoch: 191, train_loss= 2.79599, train_acc= 0.68277, val_loss= 2.97486, val_acc= 0.63958, time= 11.70987
[2020/4/17 14:54:12] Epoch: 192, train_loss= 2.79475, train_acc= 0.68434, val_loss= 2.97473, val_acc= 0.64046, time= 11.53667
[2020/4/17 14:54:23] Epoch: 193, train_loss= 2.79352, train_acc= 0.68513, val_loss= 2.97460, val_acc= 0.64046, time= 11.56868
[2020/4/17 14:54:35] Epoch: 194, train_loss= 2.79229, train_acc= 0.68572, val_loss= 2.97448, val_acc= 0.64134, time= 11.57369
[2020/4/17 14:54:46] Epoch: 195, train_loss= 2.79106, train_acc= 0.68631, val_loss= 2.97435, val_acc= 0.64134, time= 11.56052
[2020/4/17 14:54:58] Epoch: 196, train_loss= 2.78985, train_acc= 0.68798, val_loss= 2.97423, val_acc= 0.64223, time= 11.57151
[2020/4/17 14:55:09] Epoch: 197, train_loss= 2.78864, train_acc= 0.68916, val_loss= 2.97411, val_acc= 0.64311, time= 11.54221
[2020/4/17 14:55:21] Epoch: 198, train_loss= 2.78744, train_acc= 0.69053, val_loss= 2.97398, val_acc= 0.64753, time= 11.44303
[2020/4/17 14:55:32] Epoch: 199, train_loss= 2.78624, train_acc= 0.69171, val_loss= 2.97386, val_acc= 0.64841, time= 11.42023
[2020/4/17 14:55:44] Epoch: 200, train_loss= 2.78505, train_acc= 0.69279, val_loss= 2.97374, val_acc= 0.64929, time= 11.47760
[2020/4/17 14:55:44] Optimization Finished!
[2020/4/17 14:55:47] Test set results: 
[2020/4/17 14:55:47]     loss= 2.86231, accuracy= 0.60515, time= 3.65283
[2020/4/17 14:55:47] Test Precision, Recall and F1-Score...
[2020/4/17 14:55:47]               precision    recall  f1-score   support
[2020/4/17 14:55:47] 
[2020/4/17 14:55:47]            0     0.4834    0.8065    0.6045       398
[2020/4/17 14:55:47]            1     0.4606    0.4807    0.4704       389
[2020/4/17 14:55:47]            2     0.5822    0.3179    0.4113       390
[2020/4/17 14:55:47]            3     1.0000    0.0040    0.0079       251
[2020/4/17 14:55:47]            4     0.6791    0.4710    0.5562       310
[2020/4/17 14:55:47]            5     0.6572    0.8617    0.7457       376
[2020/4/17 14:55:47]            6     0.6544    0.8081    0.7232       396
[2020/4/17 14:55:47]            7     0.5170    0.4249    0.4665       393
[2020/4/17 14:55:47]            8     0.5894    0.6177    0.6032       395
[2020/4/17 14:55:47]            9     0.6481    0.7692    0.7035       364
[2020/4/17 14:55:47]           10     0.5987    0.4649    0.5234       385
[2020/4/17 14:55:47]           11     0.6713    0.8518    0.7508       398
[2020/4/17 14:55:47]           12     0.4977    0.2690    0.3493       394
[2020/4/17 14:55:47]           13     0.6488    0.6111    0.6294       396
[2020/4/17 14:55:47]           14     0.6077    0.7551    0.6734       396
[2020/4/17 14:55:47]           15     0.7303    0.3480    0.4713       319
[2020/4/17 14:55:47]           16     0.6823    0.7683    0.7227       397
[2020/4/17 14:55:47]           17     0.6041    0.7437    0.6667       394
[2020/4/17 14:55:47]           18     0.4741    0.5612    0.5140       392
[2020/4/17 14:55:47]           19     0.7743    0.8772    0.8226       399
[2020/4/17 14:55:47] 
[2020/4/17 14:55:47]    micro avg     0.6052    0.6052    0.6052      7532
[2020/4/17 14:55:47]    macro avg     0.6280    0.5906    0.5708      7532
[2020/4/17 14:55:47] weighted avg     0.6195    0.6052    0.5824      7532
[2020/4/17 14:55:47] 
[2020/4/17 14:55:47] Macro average Test Precision, Recall and F1-Score...
[2020/4/17 14:55:47] (0.628035327915281, 0.5906006120923208, 0.5708025543128932, None)
[2020/4/17 14:55:47] Micro average Test Precision, Recall and F1-Score...
[2020/4/17 14:55:47] (0.6051513542219862, 0.6051513542219862, 0.6051513542219862, None)
[2020/4/17 14:55:47] Embeddings:
Word_embeddings:44035
Train_doc_embeddings:10182
Test_doc_embeddings:7532
Word_embeddings::47] 
[[0.09000386 0.01365324 0.         ... 0.         0.02645295 0.1269538 ]
 [0.         0.         0.04030563 ... 0.01989486 0.03798639 0.        ]
 [0.01923802 0.         0.03777473 ... 0.         0.02747104 0.        ]
 ...
 [0.         0.0147268  0.         ... 0.03523992 0.         0.        ]
 [0.00570339 0.         0.02156791 ... 0.01631056 0.00630635 0.01023898]
 [0.         0.01128742 0.03667476 ... 0.         0.         0.        ]]
(pytorch_p36) sh-4.2$ 
